Period 0	30875.0317	59552.3655	89369.7072	121220.8960	151518.6840	181471.7990	213582.1163	
Period 1	30875.0317	61334.4180	90308.2824	118715.2808	150655.9070	181974.6001	211361.2313	
Period 2	30875.0317	61334.4180	91170.3361	121429.1666	149648.1192	180068.3107	210791.4758	
Period 3	30875.0317	61334.4180	91170.3361	122045.3678	151612.2935	181617.6809	213826.6191	
Period 4	30875.0317	61334.4180	91170.3361	122045.3678	154375.1585	184732.8326	215866.4946	
Period 5	30875.0317	61334.4180	91170.3361	122045.3678	154375.1585	184211.0766	214766.4378	
Period 6	30875.0317	61334.4180	91170.3361	122045.3678	154375.1585	184211.0766	217268.2468	
