Period 0	28277.2477	30654.2047	30569.5247	31135.6901	32169.4473	30843.3036	31109.5848	
Period 1	28277.2477	30978.9431	31247.2659	30193.4332	31582.8768	31233.6177	30762.3774	
Period 2	28277.2477	30978.9431	32018.0566	30753.0482	30757.5705	30330.7541	31318.6931	
Period 3	28277.2477	30978.9431	32018.0566	31602.4112	30654.2047	31321.7078	31672.3141	
Period 4	28277.2477	30978.9431	32018.0566	31602.4112	28588.9818	31840.3272	30663.5476	
Period 5	28277.2477	30978.9431	32018.0566	31602.4112	28588.9818	28796.8045	29171.5516	
Period 6	28277.2477	30978.9431	32018.0566	31602.4112	28588.9818	28796.8045	29524.1840	
