Period 0	-41655.0964	-74853.8195	-97125.1562	-111691.9442	-116530.3066	-114173.0419	-103924.8820	
Period 1	-41655.0964	-85180.5972	-120257.3476	-142434.6614	-154407.7667	-160607.3359	-158492.8500	
Period 2	-41655.0964	-85180.5972	-127147.4276	-156985.4704	-181043.2419	-193016.3472	-199300.9917	
Period 3	-41655.0964	-85180.5972	-127147.4276	-168906.4354	-200523.6618	-223265.1130	-236579.7783	
Period 4	-41655.0964	-85180.5972	-127147.4276	-168906.4354	-211392.8226	-242713.5184	-265925.0840	
Period 5	-41655.0964	-85180.5972	-127147.4276	-168906.4354	-211392.8226	-254918.3234	-286337.8628	
Period 6	-41655.0964	-85180.5972	-127147.4276	-168906.4354	-211392.8226	-254918.3234	-298236.0015	
