Period 0	-10897.3343	-9575.1167	-8920.0870	-9379.4226	-8581.6810	-11076.4924	-10382.3266	
Period 1	-10897.3343	-11728.6252	-11453.1440	-9672.2701	-10273.7959	-9347.3599	-10186.3037	
Period 2	-10897.3343	-11728.6252	-12456.0047	-8092.4636	-8543.9955	-10184.3586	-9687.6616	
Period 3	-10897.3343	-11728.6252	-12456.0047	-11312.9798	-8685.5248	-12492.9566	-6427.9905	
Period 4	-10897.3343	-11728.6252	-12456.0047	-11312.9798	-11832.5365	-7795.9330	-10142.3845	
Period 5	-10897.3343	-11728.6252	-12456.0047	-11312.9798	-11832.5365	-15573.3454	-9278.5861	
Period 6	-10897.3343	-11728.6252	-12456.0047	-11312.9798	-11832.5365	-15573.3454	-12767.7388	
