Period 0	-68451.1968	-136314.4184	-201767.2609	-258817.2337	-314120.5474	-367922.9876	-422046.7517	
Period 1	-68451.1968	-135727.7435	-201957.8979	-264876.2105	-323792.7016	-382277.0963	-436501.7605	
Period 2	-68451.1968	-135727.7435	-205986.0944	-272731.9542	-335732.0258	-395970.6341	-452383.6272	
Period 3	-68451.1968	-135727.7435	-205986.0944	-274527.6490	-340499.9506	-404562.8896	-465112.5842	
Period 4	-68451.1968	-135727.7435	-205986.0944	-274527.6490	-342798.1304	-407653.0703	-472615.3586	
Period 5	-68451.1968	-135727.7435	-205986.0944	-274527.6490	-342798.1304	-412062.5466	-477089.3883	
Period 6	-68451.1968	-135727.7435	-205986.0944	-274527.6490	-342798.1304	-412062.5466	-482230.5398	
